Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,Town of Arnprior,829481.8,3098.5
2023,Town of Arnprior,99414.9,662.5
2023,Town of Arnprior,31480.1,Not Available
2023,Town of Arnprior,57982.2,Not Available
2023,Town of Arnprior,18862.9,Not Available
2023,Town of Arnprior,125258.5,1056.8
2023,Town of Arnprior,20225.3,Not Available
2023,Town of Bancroft,22066,Not Available
2023,Town of Bancroft,14594,Not Available
2023,Town of Bancroft,3322,Not Available
2023,Town of Bancroft,76978,Not Available
2023,Town of Bancroft,4855,Not Available
2023,Town of Bancroft,372906,Not Available
2023,Town of Bancroft,121946,Not Available
2023,Town of Bancroft,3699,Not Available
2023,Town of Bancroft,22003,Not Available
2023,Town of Bancroft,25654,Not Available
2023,Town of Bancroft,13200,Not Available
2023,Town of Bancroft,4506,Not Available
2023,Town of Bancroft,3766,Not Available
2023,Town of Bancroft,54858,Not Available
2023,Town of Bancroft,586672.9,Not Available
2023,Town of Bancroft,295679.9,Not Available
2023,Town of Blind River,75182.4,168.8
2023,Town of Blind River,134.6,110.4
2023,Town of Blind River,6654.2,53.4
2023,Town of Blind River,350410.6,777.6
2023,Town of Blind River,62249.3,774.3
2023,Town of Blind River,17954.7,Not Available
2023,Town of Blind River,494983.9,2526.7
2023,Town of Blind River,19848.8,399.5
2023,Town of Blind River,23777.9,160.5
2023,Town of Blind River,14,Not Available
2023,Town of Blind River,77113,485.2
2023,Town of Blind River,41,Not Available
2023,Town of Blind River,448503.3,Not Available
2023,Town of Blind River,2502.6,Not Available
2023,Town of Blind River,1774.3,62.4
2023,Town of Blind River,17759,83.5
2023,Town of Blind River,5715.5,Not Available
2023,Town of Blind River,448503.3,Not Available
2023,Town of Blind River,16800,Not Available
2023,Town of Blind River,7734.8,Not Available
2023,Town of Bradford-West Gwillimbury,46839,443.1
2023,Town of Bradford-West Gwillimbury,26688,688.1
2023,Town of Bradford-West Gwillimbury,43852,410.2
2023,Town of Bradford-West Gwillimbury,124250,Not Available
2023,Town of Bradford-West Gwillimbury,81427,Not Available
2023,Town of Bradford-West Gwillimbury,82295,2042.7
2023,Town of Bradford-West Gwillimbury,26672,47.5
2023,Town of Bradford-West Gwillimbury,77494,442.3
2023,Town of Bradford-West Gwillimbury,154759,567
2023,Town of Bradford-West Gwillimbury,306994.9,1663.9
2023,Town of Bradford-West Gwillimbury,4205344,13963.3
2023,Town of Bradford-West Gwillimbury,5158,Not Available
2023,Town of Bradford-West Gwillimbury,32773,243
2023,Town of Bradford-West Gwillimbury,65809,191.8
2023,Town of Bradford-West Gwillimbury,60840,Not Available
2023,Town of Bradford-West Gwillimbury,12120,Not Available
2023,Town of Bradford-West Gwillimbury,462349.9,1237.1
2023,Town of Bradford-West Gwillimbury,54721,113.6
2023,Town of Bradford-West Gwillimbury,Not Available,Not Available
2023,Town of Bradford-West Gwillimbury,3956504.3,2903.7
2023,Town of Bradford-West Gwillimbury,68331,Not Available
2023,Town of Bradford-West Gwillimbury,42388,368.5
2023,Town of Bradford-West Gwillimbury,121537,Not Available
2023,Town of Bradford-West Gwillimbury,203046,975.6
2023,Town of Bradford-West Gwillimbury,26473,19.4
2023,Town of Bradford-West Gwillimbury,8654,Not Available
2023,Town of Bradford-West Gwillimbury,13972,Not Available
2023,Town of Bradford-West Gwillimbury,968318.9,Not Available
2023,Town of Bradford-West Gwillimbury,391656,Not Available
2023,Town of Bradford-West Gwillimbury,301527.9,642.1
2023,Town of Bradford-West Gwillimbury,96235,Not Available
2023,Town of Bradford-West Gwillimbury,123551,361.9
2023,Town of Bradford-West Gwillimbury,2100,Not Available
2023,Town of Caledon,52688.3,729.8
2023,Town of Caledon,50408,281
2023,Town of Caledon,34660.3,293.3
2023,Town of Caledon,9860.2,Not Available
2023,Town of Caledon,187359.3,1083.7
2023,Town of Caledon,32126,341
2023,Town of Caledon,364010.2,236.8
2023,Town of Caledon,55215.5,527.4
2023,Town of Caledon,18507.1,190.7
2023,Town of Caledon,386240.7,1010.2
2023,Town of Caledon,33472.5,133.7
2023,Town of Caledon,121928.1,311
2023,Town of Caledon,5260.1,188.6
2023,Town of Caledon,1114351.5,4279
2023,Town of Caledon,887248.6,1678.5
2023,Town of Caledon,979644.3,1996.3
2023,Town of Caledon,43691.1,211
2023,Town of Caledon,76360.7,522.8
2023,Town of Caledon,1411145.2,6713.5
2023,Town of Caledon,1822508.3,7308.7
2023,Town of Caledon,63300.8,270.5
2023,Town of Caledon,33142.9,153.5
2023,Town of Caledon,16881,214
2023,Town of Caledon,1258085.9,4436.6
2023,Town of Caledon,24297.5,430.3
2023,Town of Caledon,25138.5,446.1
2023,Town of Caledon,190522.7,935.2
2023,Town of Caledon,143561.7,953.7
2023,Town of Caledon,31047.2,535.8
2023,Town of Carleton Place,320981.9,4611.6
2023,Town of Carleton Place,264657,854.1
2023,Town of Carleton Place,57033,385.4
2023,Town of Carleton Place,247844.9,712
2023,Town of Carleton Place,57654,1459.6
2023,Town of Carleton Place,24105,Not Available
2023,Town of Carleton Place,1107342.7,3303.2
2023,Town of Carleton Place,82864,Not Available
2023,Town of Carleton Place,127522,2761.3
2023,Town of Carleton Place,12254,Not Available
2023,Town of Carleton Place,6455,65.1
2023,Town of Carleton Place,21241,289.4
2023,Town of Carleton Place,9057,Not Available
2023,Town of Carleton Place,24899,Not Available
2023,Town of Carleton Place,7996,Not Available
2023,Town of Carleton Place,24773,Not Available
2023,Town of Carleton Place,15688,Not Available
2023,Town of Carleton Place,33170,Not Available
2023,Town of Carleton Place,1808429.3,1447.1
2023,Town of Carleton Place,12676,Not Available
2023,Town of Carleton Place,745177.9,634.1
2023,Town of Carleton Place,78756,Not Available
2023,Town of Carleton Place,29212,Not Available
2023,Town of Carleton Place,26428,Not Available
2023,Town of Carleton Place,24909,Not Available
2023,Town of Carleton Place,30134,Not Available
2023,Town of Carleton Place,13063,223.4
2023,Town of Carleton Place,1080089.6,Not Available
2023,Town of Cobalt,23881.6,505.6
2023,Town of Cobalt,5258.3,Not Available
2023,Town of Cobalt,18276,692.1
2023,Town of Cobalt,16269,197.1
2023,Town of Cobalt,456018,Not Available
2023,Town of Collingwood,543559.2,5136.2
2023,Town of Collingwood,550568.3,Not Available
2023,Town of Collingwood,678562.3,1703.6
2023,Town of Collingwood,2479508.2,7159.1
2023,Town of Collingwood,1008301.9,3882
2023,Town of Collingwood,218089.2,852.8
2023,Town of Collingwood,135033.2,1217.9
2023,Town of Collingwood,215743.4,1224.4
2023,Town of Collingwood,499161,82.3
2023,Town of Collingwood,93283.4,Not Available
2023,Town of Collingwood,12288.8,Not Available
2023,Town of Collingwood,82254.6,862.5
2023,Town of Collingwood,93074,108.1
2023,Town of Collingwood,217803.2,1216.2
2023,Town of Collingwood,97185.6,480.2
2023,Town of Collingwood,166331.6,823.6
2023,Town of Collingwood,4831499.7,Not Available
2023,Town of Collingwood,187796.6,Not Available
2023,Town of Collingwood,93852.9,Not Available
2023,Town of Collingwood,45949,Not Available
2023,Town of Collingwood,10784.9,14.9
2023,Town of Collingwood,522,54.3
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of East Gwillimbury,Not Available,Not Available
2023,Town of Erin,42725,Not Available
2023,Town of Erin,24572,750.4
2023,Town of Erin,74454.8,215.6
2023,Town of Erin,13625.5,Not Available
2023,Town of Erin,852.9,Not Available
2023,Town of Erin,176177.9,Not Available
2023,Town of Erin,169075.9,Not Available
2023,Town of Erin,542116.4,1208
2023,Town of Erin,21278,159.3
2023,Town of Erin,2932.8,Not Available
2023,Town of Erin,59776.8,356
2023,Town of Erin,198382.9,Not Available
2023,Town of Erin,71967.2,106.8
2023,Town of Espanola,983134.7,7052.6
2023,Town of Espanola,735125.3,299.7
2023,Town of Espanola,104053.3,100
2023,Town of Espanola,45475.4,288.6
2023,Town of Espanola,510526.4,1813.3
2023,Town of Espanola,171367.3,Not Available
2023,Town of Espanola,77348.9,582.2
2023,Town of Essex,68255.7,469.7
2023,Town of Essex,440007,Not Available
2023,Town of Essex,17936.1,7
2023,Town of Essex,589936.5,1752.7
2023,Town of Essex,292597.1,639.4
2023,Town of Essex,7488.1,1.5
2023,Town of Essex,30129.7,244.3
2023,Town of Essex,Not Available,111.2
2023,Town of Essex,25223.9,150.4
2023,Town of Essex,59072.7,513.8
2023,Town of Essex,7748.4,313.5
2023,Town of Essex,510892.3,0.2
2023,Town of Essex,4810.1,Not Available
2023,Town of Essex,18283.9,159.4
2023,Town of Essex,20255.4,Not Available
2023,Town of Essex,95086.5,Not Available
2023,Town of Essex,33256.1,72.6
2023,Town of Essex,28703.3,552.4
2023,Town of Essex,46126.5,Not Available
2023,Town of Essex,75728.5,0
2023,Town of Essex,92650.2,77.4
2023,Town of Essex,113670.4,276.1
2023,Town of Essex,131481.7,605
2023,Town of Essex,14428,Not Available
2023,Town of Essex,553142.7,879.5
2023,Town of Essex,1881202.5,5267.2
2023,Town of Essex,34444.9,285.7
2023,Town of Fort Erie,55649,316.7
2023,Town of Fort Erie,43104,543.9
2023,Town of Fort Erie,14258,287.3
2023,Town of Fort Erie,500796,1224.7
2023,Town of Fort Erie,182813,1415.2
2023,Town of Fort Erie,16881,214.1
2023,Town of Fort Erie,51705,621.4
2023,Town of Fort Erie,158269,1177.5
2023,Town of Fort Erie,305251,2297.7
2023,Town of Fort Erie,71437,327.7
2023,Town of Fort Erie,0,0
2023,Town of Fort Erie,11181,24.2
2023,Town of Fort Erie,1919252.6,6375.3
2023,Town of Fort Erie,7412,149.7
2023,Town of Fort Erie,53594,343.1
2023,Town of Hanover,145704.9,Not Available
2023,Town of Hanover,1902,66.2
2023,Town of Hanover,1754639.9,542.8
2023,Town of Hanover,3876,Not Available
2023,Town of Hanover,443000,2473.1
2023,Town of Hanover,889290.9,2540.1
2023,Town of Hanover,1533259.8,9298.2
2023,Town of Hanover,957114.9,53.8
2023,Town of Hanover,22150,618.3
2023,Town of Hanover,27681,231.5
2023,Town of Hanover,144226,Not Available
2023,Town of Hanover,53873,161.1
2023,Town of Hanover,48747,382.5
2023,Town of Hanover,46285,371.3
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Innisfil,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kapuskasing,Not Available,Not Available
2023,Town of Kearney,109380,Not Available
2023,Town of Kearney,11533,Not Available
2023,Town of Kearney,26106,Not Available
2023,Town of Kearney,5262,Not Available
2023,Town of Kearney,5316,Not Available
2023,Town of Kearney,15881,Not Available
2023,Town of Laurentian Hills,169503.4,Not Available
2023,Town of Laurentian Hills,82493.3,404.8
2023,Town of Laurentian Hills,40481.9,Not Available
2023,Town of Laurentian Hills,63418.4,Not Available
2023,Town of Laurentian Hills,496,Not Available
2023,Town of Laurentian Hills,817.2,Not Available
2023,Town of Laurentian Hills,21513.4,Not Available
2023,Town of Laurentian Hills,286.9,Not Available
2023,Town of Laurentian Hills,298,Not Available
2023,Town of Laurentian Hills,3179,Not Available
2023,Town of Laurentian Hills,9262.2,63.3
2023,Town of Laurentian Hills,25358.1,Not Available
2023,Town of Laurentian Hills,17524.9,Not Available
2023,Town of Laurentian Hills,8541.3,65.2
2023,Town of Laurentian Hills,31463.6,154
2023,Town of Marathon,8461.8,Not Available
2023,Town of Marathon,75951.9,Not Available
2023,Town of Marathon,34990.1,Not Available
2023,Town of Marathon,90950.8,Not Available
2023,Town of Marathon,18035.6,Not Available
2023,Town of Marathon,32381.3,Not Available
2023,Town of Marathon,201522.9,Not Available
2023,Town of Marathon,49208.2,Not Available
2023,Town of Marathon,177850.7,Not Available
2023,Town of Marathon,76231.1,Not Available
2023,Town of Marathon,230.4,Not Available
2023,Town of Marathon,162984.5,Not Available
2023,Town of Marathon,31853.7,Not Available
2023,Town of Marathon,31869.7,Not Available
2023,Town of Marathon,205941.7,Not Available
2023,Town of Marathon,403773.7,Not Available
2023,Town of Marathon,51025.2,Not Available
2023,Town of Marathon,143388.2,Not Available
2023,Town of Marathon,9756.3,Not Available
2023,Town of Marathon,139774,Not Available
2023,Town of Marathon,765867.7,Not Available
2023,Town of Marathon,Not Available,Not Available
2023,Town of Marathon,109340.4,Not Available
2023,Town of Marathon,23766.9,Not Available
2023,Town of Milton,148775,561.2
2023,Town of Milton,Not Available,1027.2
2023,Town of Milton,2877568.9,12079.6
2023,Town of Milton,139683,1496.9
2023,Town of Milton,365080,1558.5
2023,Town of Milton,1017329.9,8544.7
2023,Town of Milton,637591.9,3525
2023,Town of Milton,35680,422.9
2023,Town of Milton,2654478.2,44943.1
2023,Town of Milton,22188,90.3
2023,Town of Milton,18919,46.6
2023,Town of Milton,2000299.2,14117.5
2023,Town of Milton,431234.9,1224.8
2023,Town of Milton,1552263.9,1819.3
2023,Town of Milton,174249.9,780.9
2023,Town of Milton,126104,568.7
2023,Town of Milton,680178,2565.6
2023,Town of Milton,111785,567.2
2023,Town of Milton,20822,481.5
2023,Town of Milton,1302186.6,5019.9
2023,Town of Milton,189570,1031.9
2023,Town of Milton,42228,303.8
2023,Town of Mississippi Mills,631223.9,1369.7
2023,Town of Mississippi Mills,44652,331
2023,Town of Mississippi Mills,60188,478.6
2023,Town of Mississippi Mills,19874,92
2023,Town of Mississippi Mills,82524,358
2023,Town of Mississippi Mills,1237,Not Available
2023,Town of Mississippi Mills,269948.9,Not Available
2023,Town of Mississippi Mills,9332,Not Available
2023,Town of Mississippi Mills,8480,178.5
2023,Town of Mississippi Mills,130232,115.2
2023,Town of Mississippi Mills,111472,624.5
2023,Town of Mississippi Mills,317719.9,803.6
2023,Town of Mississippi Mills,18282,182.5
2023,Town of Mississippi Mills,3445,Not Available
2023,Town of Mississippi Mills,33490,Not Available
2023,Town of Mississippi Mills,297000,Not Available
2023,Town of Mississippi Mills,51026,870.6
2023,Town of Mississippi Mills,1937848.1,2964.6
2023,Town of Mississippi Mills,22161,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of Mono,Not Available,Not Available
2023,Town of New Tecumseth,57060.8,183.2
2023,Town of New Tecumseth,81448.4,2040.9
2023,Town of New Tecumseth,1231856.7,587.4
2023,Town of New Tecumseth,32716.4,514.9
2023,Town of New Tecumseth,166188.3,276.4
2023,Town of New Tecumseth,30298.9,393.2
2023,Town of New Tecumseth,217265.8,Not Available
2023,Town of New Tecumseth,163097.4,Not Available
2023,Town of New Tecumseth,30433.6,250.6
2023,Town of New Tecumseth,33623.5,578.9
2023,Town of New Tecumseth,438187,540.3
2023,Town of New Tecumseth,4820.9,Not Available
2023,Town of Moosonee,833,Not Available
2023,Town of Moosonee,102240,Not Available
2023,Town of Moosonee,17839,Not Available
2023,Town of Moosonee,8171,Not Available
2023,Town of Moosonee,136280.9,Not Available
2023,Town of Moosonee,200359.9,Not Available
2023,Town of Moosonee,65822,Not Available
2023,Town of Moosonee,8530,Not Available
2023,Town of Moosonee,1618,Not Available
2023,Town of Moosonee,1360,Not Available
2023,Town of Moosonee,0,Not Available
2023,Town of Moosonee,35444,Not Available
2023,Town of Moosonee,106240,Not Available
2023,Town of Moosonee,6315,Not Available
2023,Town of Moosonee,0,Not Available
2023,Town of Moosonee,29755,Not Available
2023,Town of Moosonee,7357,Not Available
2023,Town of Moosonee,6011,Not Available
2023,Town of Moosonee,1947,Not Available
2023,Town of Moosonee,1538,Not Available
2023,Town of Moosonee,184325,Not Available
2023,Town of Moosonee,35540,Not Available
2023,Town of Moosonee,310143.9,Not Available
2023,Town of Moosonee,597216.9,Not Available
2023,Town of Moosonee,347,Not Available
2023,Queen's University,109761327.5,642807.9
2023,Norfolk County,39006.9,208.8
2023,Norfolk County,5119,122.8
2023,Norfolk County,315444.6,328
2023,Norfolk County,95511.9,475.4
2023,Norfolk County,37980.3,346.3
2023,Norfolk County,555854,1856.8
2023,Norfolk County,21302.1,206.3
2023,Norfolk County,20567,125.9
2023,Norfolk County,23111.4,252.4
2023,Norfolk County,5022.8,Not Available
2023,Norfolk County,Not Available,Not Available
2023,Norfolk County,12830.9,34.4
2023,Norfolk County,4340.4,Not Available
2023,Norfolk County,4767.3,2.3
2023,Norfolk County,75697.9,1411.2
2023,Norfolk County,16061,Not Available
2023,Norfolk County,651,137.6
2023,Norfolk County,39533.3,176.6
2023,Norfolk County,31326.7,296.6
2023,Norfolk County,3315,148.8
2023,Norfolk County,47155.3,709.2
2023,Norfolk County,266838.5,Not Available
2023,Norfolk County,18735,82.9
2023,Norfolk County,13827.7,254.9
2023,Norfolk County,38095.9,359.1
2023,Norfolk County,14958,317.8
2023,Norfolk County,17604,86.9
2023,Norfolk County,49116.7,420.8
2023,Norfolk County,7235.9,165.7
2023,Norfolk County,43972.7,Not Available
2023,Norfolk County,45117.5,465.5
2023,Norfolk County,30109.6,697.7
2023,Norfolk County,431216,1424.7
2023,Norfolk County,46837.9,455.8
2023,Norfolk County,32307.3,86.4
2023,Norfolk County,333128.8,Not Available
2023,Norfolk County,148376.9,Not Available
2023,Norfolk County,38740.6,490
2023,Norfolk County,285,Not Available
2023,Norfolk County,493692,2151.8
2023,Norfolk County,18083.3,150.3
2023,Norfolk County,46275.3,355.1
2023,Norfolk County,47269,Not Available
2023,Norfolk County,27547.7,80.8
2023,Norfolk County,26380.5,634.1
2023,Norfolk County,30665,174
2023,Norfolk County,16972,258.1
2023,Norfolk County,46320.5,Not Available
2023,Norfolk County,141335,Not Available
2023,Norfolk County,12346.4,237.6
2023,Norfolk County,269131.5,574.5
2023,Norfolk County,509232.5,3724.1
2023,Norfolk County,26525.3,351.5
2023,Norfolk County,25811.4,579.8
2023,Norfolk County,2513.2,0
2023,Norfolk County,6996.7,Not Available
2023,Norfolk County,11517.9,31.7
2023,Norfolk County,27850.4,76.5
2023,Norfolk County,24373,708.8
2023,Norfolk County,77,Not Available
2023,Norfolk County,333128.8,Not Available
2023,Norfolk County,31741.2,821.2
2023,Norfolk County,304760,Not Available
2023,Norfolk County,69420.5,429.4
2023,Norfolk County,24765.2,Not Available
2023,Norfolk County,686442.5,4795.6
2023,Norfolk County,24780.1,Not Available
2023,Norfolk County,33811.3,226
2023,Norfolk County,2686,216.7
2023,Norfolk County,45731.3,532.3
2023,Norfolk County,26131.7,526.3
2023,Norfolk County,351942.9,Not Available
2023,Norfolk County,13212.1,157.1
2023,Norfolk County,141335,252.8
2023,Norfolk County,613202.9,2951.6
2023,Norfolk County,114024.9,Not Available
2023,Norfolk County,283784,Not Available
2023,Norfolk County,218867.9,528.8
2023,Norfolk County,2110188.6,14478.4
2023,Norfolk County,210092.7,1441.6
2023,Town of New Tecumseth,47920.5,211.8
2023,Town of New Tecumseth,25929.6,Not Available
2023,Town of New Tecumseth,116490.8,Not Available
2023,Town of New Tecumseth,117067.9,629.1
2023,Town of New Tecumseth,236418.3,112.5
2023,Town of New Tecumseth,2105213.2,5446
2023,Town of New Tecumseth,1187849.1,Not Available
2023,Town of New Tecumseth,10920.2,Not Available
2023,Town of New Tecumseth,2762620.7,6900.5
2023,Town of New Tecumseth,76202.1,1765.7
2023,Town of New Tecumseth,37810.6,932.3
2023,Town of New Tecumseth,868468.9,3116.1
2023,Town of New Tecumseth,0,0
2023,Town of New Tecumseth,14619.9,741.2
2023,Town of New Tecumseth,57257,516.8
2023,Town of New Tecumseth,8797.2,384
2023,Town of New Tecumseth,1619282.9,Not Available
2023,Town of New Tecumseth,1885.2,84.1
2023,Town of Newmarket,4252.5,788.2
2023,Town of Newmarket,17986.6,93
2023,Town of Newmarket,31258.4,46.6
2023,Town of Newmarket,85570.4,846.3
2023,Town of Newmarket,99195.9,969.8
2023,Town of Newmarket,223513.9,1242.1
2023,Town of Newmarket,6804694.5,22332.2
2023,Town of Newmarket,87978.8,555.1
2023,Town of Newmarket,66346.6,447.1
2023,Town of Newmarket,292885,1351.7
2023,Town of Newmarket,160950.4,715.1
2023,Town of Newmarket,708814.1,1923.6
2023,Town of Newmarket,865223.3,5122.8
2023,Town of Newmarket,186168.7,1162.4
2023,Town of Newmarket,2595263.6,13992.4
2023,Town of Newmarket,209117.2,1180.8
2023,Town of Orangeville,1903881.3,762.2
2023,Town of Orangeville,21328,Not Available
2023,Town of Orangeville,212057,Not Available
2023,Town of Orangeville,192798,1472
2023,Town of Orangeville,17719,Not Available
2023,Town of Orangeville,95676,375.1
2023,Town of Orangeville,2897098.4,6805.4
2023,Town of Orangeville,81877,136.5
2023,Town of Orangeville,137010,12.8
2023,Town of Orangeville,787355.9,95.3
2023,Town of Orangeville,223399,Not Available
2023,Town of Orangeville,175654.9,Not Available
2023,Town of Orangeville,15739,Not Available
2023,Town of Orangeville,89726,515.2
2023,Town of Orangeville,71869,717.2
2023,Town of Orangeville,1066081.9,7713
2023,Town of Orangeville,82321,Not Available
2023,Town of Orangeville,313440,663.4
2023,Town of Orangeville,170638,Not Available
2023,Town of Orangeville,284352.9,342.1
2023,Town of Orangeville,81278,93.4
2023,Town of Orangeville,115674,164.1
2023,Town of Orangeville,13721,Not Available
2023,Town of Pelham,44471,987.5
2023,Town of Pelham,24075,237.4
2023,Town of Pelham,45905,120.2
2023,Town of Pelham,13733,318.1
2023,Town of Pelham,24211,Not Available
2023,Town of Pelham,60024,652.7
2023,Town of Pelham,18376,154.8
2023,Town of Pelham,2556564.7,8828.2
2023,Town of Pelham,136740,317.9
2023,Town of Pelham,72461,570.1
2023,Town of Penetanguishene,409070,2795
2023,Town of Penetanguishene,26815,Not Available
2023,Town of Penetanguishene,2459,Not Available
2023,Town of Penetanguishene,2075,Not Available
2023,Town of Penetanguishene,38595,Not Available
2023,Town of Penetanguishene,158200,Not Available
2023,Town of Penetanguishene,62200,Not Available
2023,Town of Penetanguishene,36013,Not Available
2023,Town of Penetanguishene,9662,Not Available
2023,Town of Penetanguishene,8046,Not Available
2023,Town of Penetanguishene,1472672.1,961.3
2023,Town of Penetanguishene,171060,475.8
2023,Town of Penetanguishene,34138,Not Available
2023,Town of Penetanguishene,56903,253
2023,Town of Penetanguishene,45438,358
2023,Town of Penetanguishene,7939,3.3
2023,Town of Penetanguishene,8110,Not Available
2023,Town of Penetanguishene,669,0
2023,Town of Penetanguishene,10474,223.1
2023,Town of Penetanguishene,19693,Not Available
2023,Town of Penetanguishene,575383,Not Available
2023,Town of Penetanguishene,85246,Not Available
2023,Town of Penetanguishene,6299,Not Available
2023,Town of Penetanguishene,3784,Not Available
2023,Town of Penetanguishene,501151.9,Not Available
2023,Town of Petawawa,35090.1,237.3
2023,Town of Petawawa,95250.9,182.9
2023,Town of Petawawa,4266.7,Not Available
2023,Town of Petawawa,Not Available,512.7
2023,Town of Petawawa,15385.5,123.8
2023,Town of Petawawa,666137.3,806.6
2023,Town of Petawawa,51360.2,Not Available
2023,Town of Petawawa,80839,432.4
2023,Town of Petawawa,Not Available,177.6
2023,Town of Prescott,507479,1145.9
2023,Town of Prescott,1474,Not Available
2023,Town of Prescott,162795,Not Available
2023,Town of Prescott,1934,Not Available
2023,Town of Prescott,16198,0.7
2023,Town of Prescott,12013,Not Available
2023,Town of Prescott,3532,Not Available
2023,Town of Prescott,36492,562.5
2023,Town of Prescott,50213,Not Available
2023,Town of Prescott,129025,925.1
2023,Town of Prescott,46973,4.3
2023,Town of Prescott,16241,145.7
